productId,Member_number,Date,items,productName,price,Category
26,3841,19-07-2015,3,berries,10.8,Fresh Food
25,3903,06-10-2015,3,canned beer,1.1,Beverages
16,2658,16-10-2015,1,butter milk,6.1,Dairy
27,4272,06-06-2015,1,coffee,8.5,Beverages
24,1120,26-09-2015,3,pastry,3.1,Bakery & Sweets
5,2676,15-08-2015,2,rolls/buns,1.2,Bakery & Sweets
28,1697,21-05-2015,1,misc. beverages,1.2,Beverages
22,2507,25-08-2015,2,root vegetables,1.8,Fresh Food
19,4620,11-03-2015,2,sausage,3.1,Fresh Food
25,3365,01-02-2015,2,canned beer,1.1,Beverages
29,2978,05-06-2015,1,ham,15.2,Fresh Food
30,2910,28-07-2015,2,turkey,12.5,Fresh Food
2,1061,05-09-2015,1,whole milk,1.8,Dairy
2,3276,03-04-2015,2,whole milk,1.8,Dairy
13,1326,19-06-2015,3,packaged fruit/vegetables,3.5,Fresh Food
5,3023,28-07-2015,3,rolls/buns,1.2,Bakery & Sweets
29,2185,11-10-2015,1,ham,15.2,Fresh Food
5,3552,16-06-2015,3,rolls/buns,1.2,Bakery & Sweets
4,1967,20-01-2015,3,other vegetables,0.8,Fresh Food
19,4708,20-03-2015,2,sausage,3.1,Fresh Food
19,2874,15-02-2015,1,sausage,3.1,Fresh Food
9,4177,13-04-2015,2,frankfurter,5.5,Fresh Food
5,1663,07-02-2015,2,rolls/buns,1.2,Bakery & Sweets
2,2632,02-03-2015,2,whole milk,1.8,Dairy
31,1377,14-03-2015,2,curd cheese,9.2,Dairy
32,4162,22-12-2015,2,red/blush wine,12.2,Beverages
19,2270,01-07-2015,2,sausage,3.1,Fresh Food
1,4829,03-11-2015,2,tropical fruit,7.8,Fresh Food
32,3811,14-04-2015,1,red/blush wine,12.2,Beverages
2,4766,29-09-2015,3,whole milk,1.8,Dairy
9,2436,12-04-2015,2,frankfurter,5.5,Fresh Food
2,3860,05-05-2015,2,whole milk,1.8,Dairy
33,4875,12-05-2015,2,frozen potato products,3.0,Frozen & Processed Food
4,1587,01-07-2015,2,other vegetables,0.8,Fresh Food
7,4038,08-07-2015,2,citrus fruit,1.5,Fresh Food
34,4750,21-09-2015,2,flour,2.1,Pantry Staples
35,1199,10-12-2015,3,sugar,1.2,Bakery & Sweets
36,1603,30-09-2015,3,frozen meals,9.7,Frozen & Processed Food
14,3111,31-01-2015,2,chocolate,11.5,Bakery & Sweets
22,3894,13-12-2015,3,root vegetables,1.8,Fresh Food
22,1456,18-09-2015,1,root vegetables,1.8,Fresh Food
37,2022,04-03-2015,2,herbs,6.5,Fresh Food
17,2505,30-11-2015,1,bottled water,0.5,Beverages
19,4851,20-12-2015,1,sausage,3.1,Fresh Food
27,4293,04-08-2015,2,coffee,8.5,Beverages
23,2775,06-11-2015,3,pork,7.2,Fresh Food
26,3693,18-02-2015,1,berries,10.8,Fresh Food
38,1202,22-07-2015,2,soda,0.8,Beverages
26,3699,23-08-2015,1,berries,10.8,Fresh Food
12,4152,15-04-2015,1,fruit/vegetable juice,2.1,Beverages
7,4155,26-01-2015,1,citrus fruit,1.5,Fresh Food
23,4010,29-12-2015,1,pork,7.2,Fresh Food
39,4389,20-10-2015,3,detergent,5.5,Household & Hygiene
40,3746,17-08-2015,1,grapes,9.4,Fresh Food
19,2560,17-05-2015,1,sausage,3.1,Fresh Food
10,1503,25-07-2015,1,chicken,7.2,Fresh Food
2,2555,23-12-2015,3,whole milk,1.8,Dairy
7,3645,12-12-2015,1,citrus fruit,1.5,Fresh Food
38,3886,11-09-2015,1,soda,0.8,Beverages
19,2932,20-03-2015,3,sausage,3.1,Fresh Food
9,1711,18-06-2015,3,frankfurter,5.5,Fresh Food
19,4291,08-12-2015,3,sausage,3.1,Fresh Food
38,1143,25-04-2015,1,soda,0.8,Beverages
5,4564,08-07-2015,3,rolls/buns,1.2,Bakery & Sweets
8,3337,14-05-2015,3,beef,19.5,Fresh Food
2,4931,04-05-2015,1,whole milk,1.8,Dairy
41,2623,10-10-2015,3,processed cheese,6.4,Dairy
1,4581,03-04-2015,1,tropical fruit,7.8,Fresh Food
9,2635,11-06-2015,2,frankfurter,5.5,Fresh Food
13,1095,30-10-2015,3,packaged fruit/vegetables,3.5,Fresh Food
2,2990,23-05-2015,2,whole milk,1.8,Dairy
26,2426,05-06-2015,1,berries,10.8,Fresh Food
7,4555,07-11-2015,3,citrus fruit,1.5,Fresh Food
1,3635,04-09-2015,1,tropical fruit,7.8,Fresh Food
21,3058,18-05-2015,2,hamburger meat,12.3,Fresh Food
21,4391,26-03-2015,1,hamburger meat,12.3,Fresh Food
2,1306,23-06-2015,3,whole milk,1.8,Dairy
42,1024,10-08-2015,3,fish,10.2,Fresh Food
9,1295,23-07-2015,2,frankfurter,5.5,Fresh Food
13,1661,01-06-2015,1,packaged fruit/vegetables,3.5,Fresh Food
24,4591,15-05-2015,3,pastry,3.1,Bakery & Sweets
4,3169,14-06-2015,2,other vegetables,0.8,Fresh Food
28,3915,21-05-2015,3,misc. beverages,1.2,Beverages
9,1127,14-01-2015,3,frankfurter,5.5,Fresh Food
43,4828,08-08-2015,1,sparkling wine,12.5,Beverages
15,3683,10-06-2015,3,specialty bar,5.2,Bakery & Sweets
19,1971,18-09-2015,1,sausage,3.1,Fresh Food
31,3014,11-11-2015,3,curd cheese,9.2,Dairy
9,3779,15-09-2015,2,frankfurter,5.5,Fresh Food
2,2489,04-05-2015,3,whole milk,1.8,Dairy
44,3564,27-06-2015,1,newspapers,3.2,Specialty & Seasonal
26,4092,30-09-2015,1,berries,10.8,Fresh Food
45,3221,13-01-2015,2,curd,9.8,Dairy
1,1279,06-09-2015,3,tropical fruit,7.8,Fresh Food
38,2581,22-08-2015,3,soda,0.8,Beverages
5,2295,25-02-2015,2,rolls/buns,1.2,Bakery & Sweets
25,4760,22-02-2015,3,canned beer,1.1,Beverages
25,3649,16-01-2015,3,canned beer,1.1,Beverages
9,1075,19-11-2015,1,frankfurter,5.5,Fresh Food
4,3987,19-08-2015,3,other vegetables,0.8,Fresh Food
2,4106,25-08-2015,3,whole milk,1.8,Dairy
2,4338,24-06-2015,2,whole milk,1.8,Dairy
7,4166,06-11-2015,2,citrus fruit,1.5,Fresh Food
9,1211,10-03-2015,1,frankfurter,5.5,Fresh Food
9,3954,21-01-2015,3,frankfurter,5.5,Fresh Food
16,3928,18-07-2015,3,butter milk,6.1,Dairy
21,3827,30-09-2015,3,hamburger meat,12.3,Fresh Food
46,4699,08-02-2015,1,pasta,3.1,Pantry Staples
4,4747,08-06-2015,1,other vegetables,0.8,Fresh Food
19,3028,09-06-2015,2,sausage,3.1,Fresh Food
5,2851,16-03-2015,1,rolls/buns,1.2,Bakery & Sweets
40,4417,25-02-2015,3,grapes,9.4,Fresh Food
22,3822,07-03-2015,3,root vegetables,1.8,Fresh Food
27,2288,31-05-2015,1,coffee,8.5,Beverages
47,2184,30-06-2015,3,popcorn,2.4,Bakery & Sweets
2,4554,27-08-2015,3,whole milk,1.8,Dairy
1,3361,05-03-2015,1,tropical fruit,7.8,Fresh Food
8,2999,17-04-2015,1,beef,19.5,Fresh Food
2,2614,25-06-2015,3,whole milk,1.8,Dairy
9,4064,05-06-2015,3,frankfurter,5.5,Fresh Food
1,3567,04-10-2015,3,tropical fruit,7.8,Fresh Food
25,2587,07-05-2015,2,canned beer,1.1,Beverages
48,3783,17-06-2015,2,finished products,6.5,Frozen & Processed Food
49,1923,14-02-2015,2,beverages,1.1,Beverages
21,4835,19-02-2015,1,hamburger meat,12.3,Fresh Food
2,1514,24-08-2015,2,whole milk,1.8,Dairy
48,3154,22-06-2015,1,finished products,6.5,Frozen & Processed Food
4,1313,25-12-2015,1,other vegetables,0.8,Fresh Food
29,2794,18-07-2015,2,ham,15.2,Fresh Food
4,2359,09-04-2015,2,other vegetables,0.8,Fresh Food
45,2238,09-03-2015,2,curd,9.8,Dairy
50,3795,17-01-2015,3,bottled beer,1.8,Beverages
45,3724,26-11-2015,2,curd,9.8,Dairy
2,1152,05-03-2015,3,whole milk,1.8,Dairy
2,4559,16-03-2015,1,whole milk,1.8,Dairy
51,3922,27-02-2015,3,dessert,1.15,Bakery & Sweets
19,1709,22-04-2015,2,sausage,3.1,Fresh Food
4,2219,17-04-2015,1,other vegetables,0.8,Fresh Food
29,2206,17-10-2015,1,ham,15.2,Fresh Food
4,1752,06-04-2015,1,other vegetables,0.8,Fresh Food
4,3942,10-11-2015,3,other vegetables,0.8,Fresh Food
38,3296,17-08-2015,2,soda,0.8,Beverages
37,2257,05-02-2015,1,herbs,6.5,Fresh Food
9,4313,28-07-2015,1,frankfurter,5.5,Fresh Food
5,2001,21-08-2015,1,rolls/buns,1.2,Bakery & Sweets
45,2449,08-07-2015,3,curd,9.8,Dairy
9,4914,12-04-2015,3,frankfurter,5.5,Fresh Food
4,2764,24-07-2015,2,other vegetables,0.8,Fresh Food
52,4187,09-05-2015,3,dog food,12.6,Pet Care
15,1392,20-04-2015,1,specialty bar,5.2,Bakery & Sweets
45,3427,28-04-2015,2,curd,9.8,Dairy
9,1411,20-02-2015,1,frankfurter,5.5,Fresh Food
38,3390,14-11-2015,1,soda,0.8,Beverages
8,4787,01-08-2015,3,beef,19.5,Fresh Food
25,3310,17-01-2015,2,canned beer,1.1,Beverages
23,1782,10-10-2015,3,pork,7.2,Fresh Food
9,3375,26-04-2015,3,frankfurter,5.5,Fresh Food
19,2760,07-01-2015,2,sausage,3.1,Fresh Food
25,4249,13-09-2015,1,canned beer,1.1,Beverages
53,2904,06-06-2015,1,specialty chocolate,18.8,Bakery & Sweets
45,4090,26-02-2015,2,curd,9.8,Dairy
25,3060,05-07-2015,1,canned beer,1.1,Beverages
2,3768,07-10-2015,2,whole milk,1.8,Dairy
5,1232,21-01-2015,2,rolls/buns,1.2,Bakery & Sweets
23,1360,23-10-2015,3,pork,7.2,Fresh Food
7,1107,01-10-2015,2,citrus fruit,1.5,Fresh Food
6,2865,04-11-2015,3,pot plants,3.5,Household & Hygiene
5,2958,14-06-2015,1,rolls/buns,1.2,Bakery & Sweets
11,2448,12-07-2015,1,butter,3.2,Dairy
54,1222,24-09-2015,1,condensed milk,3.5,Dairy
19,2943,20-06-2015,1,sausage,3.1,Fresh Food
2,2270,11-08-2015,3,whole milk,1.8,Dairy
19,3812,21-07-2015,1,sausage,3.1,Fresh Food
49,1482,22-11-2015,2,beverages,1.1,Beverages
49,4720,22-02-2015,2,beverages,1.1,Beverages
17,1344,04-09-2015,2,bottled water,0.5,Beverages
44,2397,04-10-2015,3,newspapers,3.2,Specialty & Seasonal
55,4182,12-05-2015,1,cleaner,11.8,Household & Hygiene
19,4487,10-07-2015,1,sausage,3.1,Fresh Food
44,3467,24-12-2015,1,newspapers,3.2,Specialty & Seasonal
19,2443,15-11-2015,3,sausage,3.1,Fresh Food
28,2749,27-01-2015,2,misc. beverages,1.2,Beverages
56,4389,13-04-2015,2,white wine,14.2,Beverages
19,1674,04-12-2015,1,sausage,3.1,Fresh Food
57,4262,16-10-2015,2,meat,8.5,Fresh Food
9,2082,07-04-2015,2,frankfurter,5.5,Fresh Food
58,4494,06-01-2015,3,ice cream,1.8,Frozen & Processed Food
25,2460,28-09-2015,3,canned beer,1.1,Beverages
1,4509,29-11-2015,3,tropical fruit,7.8,Fresh Food
57,2267,03-07-2015,3,meat,8.5,Fresh Food
2,4891,05-09-2015,1,whole milk,1.8,Dairy
19,3962,20-09-2015,3,sausage,3.1,Fresh Food
9,4964,18-07-2015,2,frankfurter,5.5,Fresh Food
57,2914,30-11-2015,1,meat,8.5,Fresh Food
22,2808,05-05-2015,2,root vegetables,1.8,Fresh Food
22,1085,15-08-2015,2,root vegetables,1.8,Fresh Food
2,3808,18-08-2015,2,whole milk,1.8,Dairy
7,4149,07-01-2015,3,citrus fruit,1.5,Fresh Food
7,2331,05-06-2015,3,citrus fruit,1.5,Fresh Food
4,4475,03-04-2015,1,other vegetables,0.8,Fresh Food
7,2761,25-04-2015,1,citrus fruit,1.5,Fresh Food
19,2620,14-12-2015,3,sausage,3.1,Fresh Food
9,3206,13-10-2015,2,frankfurter,5.5,Fresh Food
59,1226,13-04-2015,1,hard cheese,4.5,Dairy
60,1395,07-03-2015,3,cream cheese,6.3,Dairy
30,2465,07-06-2015,3,turkey,12.5,Fresh Food
23,3572,09-07-2015,3,pork,7.2,Fresh Food
2,4387,08-05-2015,2,whole milk,1.8,Dairy
5,1555,27-03-2015,3,rolls/buns,1.2,Bakery & Sweets
19,1181,16-11-2015,3,sausage,3.1,Fresh Food
58,2814,11-05-2015,3,ice cream,1.8,Frozen & Processed Food
61,2794,16-09-2015,3,liquor,8.5,Beverages
3,2912,28-01-2015,1,pip fruit,3.0,Fresh Food
22,4667,12-01-2015,1,root vegetables,1.8,Fresh Food
38,2235,25-10-2015,3,soda,0.8,Beverages
38,2353,02-05-2015,2,soda,0.8,Beverages
19,3449,08-03-2015,1,sausage,3.1,Fresh Food
22,1058,10-11-2015,3,root vegetables,1.8,Fresh Food
23,1027,17-05-2015,1,pork,7.2,Fresh Food
23,3302,22-05-2015,1,pork,7.2,Fresh Food
14,2229,30-05-2015,2,chocolate,11.5,Bakery & Sweets
12,2188,15-08-2015,3,fruit/vegetable juice,2.1,Beverages
62,1547,18-04-2015,3,pickled vegetables,2.7,Fresh Food
17,1649,30-06-2015,2,bottled water,0.5,Beverages
9,3254,10-09-2015,2,frankfurter,5.5,Fresh Food
1,2818,07-11-2015,3,tropical fruit,7.8,Fresh Food
25,2703,08-05-2015,3,canned beer,1.1,Beverages
22,3332,31-01-2015,2,root vegetables,1.8,Fresh Food
57,2473,01-07-2015,1,meat,8.5,Fresh Food
9,2810,30-12-2015,1,frankfurter,5.5,Fresh Food
1,1033,22-04-2015,2,tropical fruit,7.8,Fresh Food
1,4222,27-05-2015,1,tropical fruit,7.8,Fresh Food
7,3679,21-09-2015,2,citrus fruit,1.5,Fresh Food
21,2212,27-08-2015,1,hamburger meat,12.3,Fresh Food
10,1507,22-06-2015,1,chicken,7.2,Fresh Food
10,2870,21-01-2015,3,chicken,7.2,Fresh Food
9,3429,26-04-2015,3,frankfurter,5.5,Fresh Food
25,4148,09-04-2015,1,canned beer,1.1,Beverages
30,2970,30-12-2015,1,turkey,12.5,Fresh Food
13,2013,30-08-2015,3,packaged fruit/vegetables,3.5,Fresh Food
46,3967,30-05-2015,3,pasta,3.1,Pantry Staples
7,2885,15-05-2015,3,citrus fruit,1.5,Fresh Food
19,3935,02-07-2015,2,sausage,3.1,Fresh Food
2,3283,01-05-2015,1,whole milk,1.8,Dairy
25,3268,06-11-2015,3,canned beer,1.1,Beverages
7,3677,30-04-2015,1,citrus fruit,1.5,Fresh Food
63,3495,27-06-2015,2,liquor (appetizer),11.2,Beverages
7,1410,04-10-2015,2,citrus fruit,1.5,Fresh Food
19,2440,06-06-2015,3,sausage,3.1,Fresh Food
10,4088,13-01-2015,2,chicken,7.2,Fresh Food
21,2469,23-09-2015,1,hamburger meat,12.3,Fresh Food
19,4229,06-03-2015,3,sausage,3.1,Fresh Food
8,2728,02-08-2015,1,beef,19.5,Fresh Food
7,4694,25-01-2015,1,citrus fruit,1.5,Fresh Food
64,2836,29-12-2015,2,UHT-milk,2.1,Dairy
65,1311,12-02-2015,2,candy,3.6,Bakery & Sweets
44,1760,23-01-2015,2,newspapers,3.2,Specialty & Seasonal
8,3656,02-03-2015,2,beef,19.5,Fresh Food
19,3720,28-05-2015,2,sausage,3.1,Fresh Food
9,2996,26-09-2015,3,frankfurter,5.5,Fresh Food
25,1949,22-07-2015,1,canned beer,1.1,Beverages
50,4498,11-02-2015,1,bottled beer,1.8,Beverages
66,2447,28-12-2015,1,onions,1.3,Fresh Food
1,1952,23-03-2015,1,tropical fruit,7.8,Fresh Food
17,4099,27-01-2015,2,bottled water,0.5,Beverages
8,1804,12-03-2015,1,beef,19.5,Fresh Food
19,1510,16-05-2015,3,sausage,3.1,Fresh Food
67,2879,18-04-2015,3,hair spray,5.4,Personal Care
10,4899,12-03-2015,1,chicken,7.2,Fresh Food
23,4326,29-09-2015,1,pork,7.2,Fresh Food
58,1670,17-05-2015,3,ice cream,1.8,Frozen & Processed Food
57,1117,24-05-2015,3,meat,8.5,Fresh Food
4,1346,03-04-2015,2,other vegetables,0.8,Fresh Food
17,1178,15-11-2015,3,bottled water,0.5,Beverages
1,1649,25-06-2015,2,tropical fruit,7.8,Fresh Food
68,4651,21-06-2015,2,photo/film,11.9,Household & Hygiene
19,4243,02-04-2015,2,sausage,3.1,Fresh Food
40,4429,21-07-2015,2,grapes,9.4,Fresh Food
69,4645,25-07-2015,2,domestic eggs,1.25,Fresh Food
5,4019,24-07-2015,1,rolls/buns,1.2,Bakery & Sweets
1,4459,26-04-2015,3,tropical fruit,7.8,Fresh Food
10,3006,27-12-2015,2,chicken,7.2,Fresh Food
9,1834,17-09-2015,3,frankfurter,5.5,Fresh Food
26,3236,04-07-2015,3,berries,10.8,Fresh Food
70,1765,11-03-2015,2,margarine,3.5,Pantry Staples
1,3855,09-03-2015,1,tropical fruit,7.8,Fresh Food
29,4392,28-11-2015,2,ham,15.2,Fresh Food
21,3330,26-07-2015,1,hamburger meat,12.3,Fresh Food
18,1723,02-09-2015,3,yogurt,2.2,Dairy
38,4110,30-03-2015,1,soda,0.8,Beverages
18,2600,28-01-2015,1,yogurt,2.2,Dairy
38,2946,07-10-2015,1,soda,0.8,Beverages
17,2426,08-09-2015,3,bottled water,0.5,Beverages
19,4170,03-05-2015,3,sausage,3.1,Fresh Food
7,1109,06-04-2015,1,citrus fruit,1.5,Fresh Food
71,3429,04-01-2015,1,shopping bags,5.12,Household & Hygiene
44,2055,04-02-2015,2,newspapers,3.2,Specialty & Seasonal
9,2480,20-09-2015,1,frankfurter,5.5,Fresh Food
19,2441,30-05-2015,2,sausage,3.1,Fresh Food
9,1054,04-10-2015,1,frankfurter,5.5,Fresh Food
72,4818,11-01-2015,2,salt,0.7,Pantry Staples
73,3379,21-01-2015,3,oil,3.4,Pantry Staples
45,3939,10-02-2015,1,curd,9.8,Dairy
4,1367,05-08-2015,1,other vegetables,0.8,Fresh Food
7,1043,10-01-2015,1,citrus fruit,1.5,Fresh Food
9,2231,17-10-2015,1,frankfurter,5.5,Fresh Food
22,3235,28-12-2015,2,root vegetables,1.8,Fresh Food
1,4554,16-07-2015,1,tropical fruit,7.8,Fresh Food
8,3245,24-01-2015,3,beef,19.5,Fresh Food
26,2996,19-05-2015,3,berries,10.8,Fresh Food
25,2507,05-01-2015,1,canned beer,1.1,Beverages
74,4186,25-10-2015,3,whipped/sour cream,5.5,Dairy
22,3929,28-04-2015,1,root vegetables,1.8,Fresh Food
2,3760,22-11-2015,1,whole milk,1.8,Dairy
8,4928,18-08-2015,3,beef,19.5,Fresh Food
75,4217,18-12-2015,1,frozen vegetables,2.5,Frozen & Processed Food
5,1174,11-02-2015,3,rolls/buns,1.2,Bakery & Sweets
2,4103,19-06-2015,2,whole milk,1.8,Dairy
2,4408,13-03-2015,1,whole milk,1.8,Dairy
7,2588,28-12-2015,2,citrus fruit,1.5,Fresh Food
24,2598,11-11-2015,3,pastry,3.1,Bakery & Sweets
9,1518,11-12-2015,2,frankfurter,5.5,Fresh Food
1,2702,08-04-2015,2,tropical fruit,7.8,Fresh Food
9,1001,20-01-2015,3,frankfurter,5.5,Fresh Food
26,2270,30-09-2015,2,berries,10.8,Fresh Food
5,2838,10-11-2015,2,rolls/buns,1.2,Bakery & Sweets
22,1683,26-05-2015,3,root vegetables,1.8,Fresh Food
18,4040,03-04-2015,2,yogurt,2.2,Dairy
4,3897,23-08-2015,3,other vegetables,0.8,Fresh Food
26,2200,11-03-2015,2,berries,10.8,Fresh Food
26,4073,29-01-2015,3,berries,10.8,Fresh Food
4,3700,19-04-2015,3,other vegetables,0.8,Fresh Food
5,3973,10-06-2015,2,rolls/buns,1.2,Bakery & Sweets
29,2715,06-07-2015,2,ham,15.2,Fresh Food
2,3967,23-11-2015,2,whole milk,1.8,Dairy
1,4002,03-09-2015,1,tropical fruit,7.8,Fresh Food
17,2962,01-03-2015,1,bottled water,0.5,Beverages
16,4340,25-12-2015,1,butter milk,6.1,Dairy
44,2092,06-11-2015,3,newspapers,3.2,Specialty & Seasonal
27,3143,24-05-2015,2,coffee,8.5,Beverages
50,2209,03-10-2015,3,bottled beer,1.8,Beverages
66,2816,22-08-2015,1,onions,1.3,Fresh Food
21,2659,01-06-2015,2,hamburger meat,12.3,Fresh Food
19,1588,13-10-2015,3,sausage,3.1,Fresh Food
59,1144,15-10-2015,2,hard cheese,4.5,Dairy
19,2166,10-12-2015,3,sausage,3.1,Fresh Food
21,3300,06-10-2015,2,hamburger meat,12.3,Fresh Food
66,3944,03-01-2015,1,onions,1.3,Fresh Food
27,4979,24-04-2015,1,coffee,8.5,Beverages
71,2630,21-01-2015,2,shopping bags,5.12,Household & Hygiene
18,4240,29-04-2015,3,yogurt,2.2,Dairy
38,2357,08-07-2015,1,soda,0.8,Beverages
76,1743,18-04-2015,1,sliced cheese,4.2,Dairy
19,2331,15-02-2015,1,sausage,3.1,Fresh Food
18,1643,28-04-2015,2,yogurt,2.2,Dairy
69,1291,20-03-2015,2,domestic eggs,1.25,Fresh Food
2,3675,04-07-2015,3,whole milk,1.8,Dairy
57,4134,06-11-2015,3,meat,8.5,Fresh Food
77,1363,21-06-2015,3,dish cleaner,2.5,Household & Hygiene
4,4212,01-05-2015,2,other vegetables,0.8,Fresh Food
2,1500,21-03-2015,2,whole milk,1.8,Dairy
4,2622,01-10-2015,3,other vegetables,0.8,Fresh Food
1,3543,18-03-2015,3,tropical fruit,7.8,Fresh Food
78,2525,24-05-2015,2,baking powder,1.8,Pantry Staples
15,1264,12-10-2015,3,specialty bar,5.2,Bakery & Sweets
58,3601,06-07-2015,1,ice cream,1.8,Frozen & Processed Food
9,1771,23-03-2015,2,frankfurter,5.5,Fresh Food
25,4694,06-02-2015,3,canned beer,1.1,Beverages
17,1122,21-12-2015,2,bottled water,0.5,Beverages
4,3507,12-08-2015,1,other vegetables,0.8,Fresh Food
7,4524,26-04-2015,2,citrus fruit,1.5,Fresh Food
19,3612,27-09-2015,2,sausage,3.1,Fresh Food
69,3262,11-06-2015,2,domestic eggs,1.25,Fresh Food
23,1897,25-01-2015,2,pork,7.2,Fresh Food
79,1656,30-10-2015,1,specialty cheese,12.14,Dairy
23,3953,10-01-2015,2,pork,7.2,Fresh Food
8,1488,21-06-2015,2,beef,19.5,Fresh Food
4,1652,17-03-2015,3,other vegetables,0.8,Fresh Food
10,4953,16-09-2015,2,chicken,7.2,Fresh Food
38,3445,30-04-2015,3,soda,0.8,Beverages
2,3180,15-03-2015,1,whole milk,1.8,Dairy
5,4934,06-09-2015,1,rolls/buns,1.2,Bakery & Sweets
50,2980,27-04-2015,1,bottled beer,1.8,Beverages
22,2763,13-02-2015,1,root vegetables,1.8,Fresh Food
24,4819,04-03-2015,3,pastry,3.1,Bakery & Sweets
26,3169,02-07-2015,2,berries,10.8,Fresh Food
7,1850,11-03-2015,1,citrus fruit,1.5,Fresh Food
2,4285,29-12-2015,2,whole milk,1.8,Dairy
38,4366,13-08-2015,3,soda,0.8,Beverages
17,2253,16-06-2015,3,bottled water,0.5,Beverages
1,3398,11-03-2015,3,tropical fruit,7.8,Fresh Food
80,2215,22-07-2015,1,salty snack,0.5,Snacks
17,3737,03-03-2015,2,bottled water,0.5,Beverages
14,2649,28-11-2015,2,chocolate,11.5,Bakery & Sweets
7,3203,07-08-2015,2,citrus fruit,1.5,Fresh Food
17,4261,16-02-2015,3,bottled water,0.5,Beverages
66,2435,17-07-2015,1,onions,1.3,Fresh Food
51,2046,21-08-2015,3,dessert,1.15,Bakery & Sweets
8,4267,11-02-2015,3,beef,19.5,Fresh Food
5,1086,28-12-2015,2,rolls/buns,1.2,Bakery & Sweets
8,1992,04-01-2015,3,beef,19.5,Fresh Food
38,3622,26-07-2015,2,soda,0.8,Beverages
27,4700,27-06-2015,1,coffee,8.5,Beverages
5,2272,16-05-2015,2,rolls/buns,1.2,Bakery & Sweets
23,1663,19-05-2015,1,pork,7.2,Fresh Food
38,2519,03-06-2015,2,soda,0.8,Beverages
19,2639,30-10-2015,3,sausage,3.1,Fresh Food
8,1466,19-04-2015,3,beef,19.5,Fresh Food
2,4122,23-10-2015,1,whole milk,1.8,Dairy
23,3598,15-04-2015,1,pork,7.2,Fresh Food
26,3097,10-08-2015,1,berries,10.8,Fresh Food
19,1873,19-09-2015,2,sausage,3.1,Fresh Food
17,1537,01-02-2015,2,bottled water,0.5,Beverages
1,3960,25-03-2015,1,tropical fruit,7.8,Fresh Food
37,1136,15-06-2015,3,herbs,6.5,Fresh Food
18,2453,21-12-2015,2,yogurt,2.2,Dairy
81,1746,15-02-2015,2,Instant food products,0.6,Frozen & Processed Food
53,3572,09-06-2015,2,specialty chocolate,18.8,Bakery & Sweets
27,3246,24-06-2015,1,coffee,8.5,Beverages
50,3207,26-11-2015,1,bottled beer,1.8,Beverages
8,1042,12-02-2015,1,beef,19.5,Fresh Food
2,1176,30-03-2015,1,whole milk,1.8,Dairy
9,3054,23-02-2015,1,frankfurter,5.5,Fresh Food
